symbol,setup_family,baseline_id,episode_id,intent_side,entry_ts,horizon_bars,is_virtual_pair
US500.spot.mg,balance_stability,BALANCE_STABILITY,136,SHORT,2024-01-23 02:00:00,10,True
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,137,LONG,2024-01-30 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,138,SHORT,2024-01-30 04:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,140,SHORT,2024-01-31 10:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,141,LONG,2024-02-07 02:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,141,SHORT,2024-02-07 02:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,142,LONG,2024-02-07 10:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,143,LONG,2024-02-13 00:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,143,SHORT,2024-02-13 00:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,144,SHORT,2024-02-13 10:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,145,LONG,2024-02-15 00:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,146,LONG,2024-02-22 10:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,147,LONG,2024-02-23 02:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,149,LONG,2024-02-23 06:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,150,LONG,2024-02-26 02:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,150,SHORT,2024-02-26 02:00:00,10,True
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,151,LONG,2024-02-29 10:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,152,SHORT,2024-03-05 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,154,LONG,2024-03-06 02:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,155,LONG,2024-03-07 02:00:00,10,True
