symbol,episode_id,setup_family,side_intent,meta_baseline_id,start_ts,end_ts,n_bars
XAUUSD.mg,848,transition_persistence,LONG,TRANSITION_PERSISTENCE,2025-01-10 22:00:00,2025-01-13 02:00:00,3
XAUUSD.mg,849,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2025-01-13 04:00:00,2025-01-13 06:00:00,2
XAUUSD.mg,850,balance_stability,NONE,BALANCE_STABILITY,2025-01-13 10:00:00,2025-01-13 10:00:00,1
XAUUSD.mg,851,state_reinforcement,SHORT,STATE_REINFORCEMENT,2025-01-13 20:00:00,2025-01-14 00:00:00,2
XAUUSD.mg,852,state_reinforcement,LONG,STATE_REINFORCEMENT,2025-01-14 02:00:00,2025-01-14 08:00:00,3
XAUUSD.mg,853,transition_persistence,LONG,TRANSITION_PERSISTENCE,2025-01-14 12:00:00,2025-01-15 04:00:00,3
XAUUSD.mg,854,state_reinforcement,LONG,STATE_REINFORCEMENT,2025-01-15 14:00:00,2025-01-15 14:00:00,1
XAUUSD.mg,855,transition_persistence,LONG,TRANSITION_PERSISTENCE,2025-01-15 16:00:00,2025-01-16 08:00:00,6
XAUUSD.mg,856,state_reinforcement,LONG,STATE_REINFORCEMENT,2025-01-16 18:00:00,2025-01-16 20:00:00,2
XAUUSD.mg,857,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2025-01-17 08:00:00,2025-01-17 08:00:00,1
