symbol,episode_id,setup_family,side_intent,meta_baseline_id,start_ts,end_ts,n_bars
USDCLP.mg,166,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-07-07 21:00:00,2023-07-11 15:00:00,2
USDCLP.mg,167,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-07-12 14:00:00,2023-07-13 19:00:00,8
USDCLP.mg,168,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-07-14 16:00:00,2023-07-14 19:00:00,3
USDCLP.mg,169,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-17 14:00:00,2023-07-17 14:00:00,1
USDCLP.mg,170,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-07-17 18:00:00,2023-07-17 18:00:00,1
USDCLP.mg,171,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-18 15:00:00,2023-07-18 15:00:00,1
USDCLP.mg,172,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-07-18 16:00:00,2023-07-18 21:00:00,5
USDCLP.mg,173,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-19 14:00:00,2023-07-19 14:00:00,1
USDCLP.mg,174,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-07-19 15:00:00,2023-07-19 15:00:00,1
USDCLP.mg,175,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-07-20 18:00:00,2023-07-20 18:00:00,1
USDCLP.mg,176,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-21 15:00:00,2023-07-21 21:00:00,3
USDCLP.mg,177,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-07-25 16:00:00,2023-07-25 16:00:00,1
USDCLP.mg,178,transition_persistence_flat,NONE,TRANSITION_PERSISTENCE,2023-07-25 17:00:00,2023-07-25 17:00:00,1
USDCLP.mg,179,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-25 19:00:00,2023-07-25 20:00:00,2
USDCLP.mg,180,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-07-25 21:00:00,2023-07-25 21:00:00,1
USDCLP.mg,181,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-25 22:00:00,2023-07-26 14:00:00,2
USDCLP.mg,182,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-07-26 17:00:00,2023-07-26 20:00:00,3
USDCLP.mg,183,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-07-27 14:00:00,2023-07-27 14:00:00,1
USDCLP.mg,184,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-27 15:00:00,2023-07-27 15:00:00,1
USDCLP.mg,185,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-07-27 16:00:00,2023-07-27 16:00:00,1
USDCLP.mg,186,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-27 17:00:00,2023-07-27 19:00:00,3
USDCLP.mg,187,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-07-27 21:00:00,2023-07-27 21:00:00,1
USDCLP.mg,188,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-07-28 14:00:00,2023-07-28 15:00:00,2
USDCLP.mg,189,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-07-28 16:00:00,2023-07-28 16:00:00,1
USDCLP.mg,190,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-07-28 17:00:00,2023-07-28 18:00:00,2
USDCLP.mg,191,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-07-28 19:00:00,2023-07-28 19:00:00,1
USDCLP.mg,192,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-08-01 17:00:00,2023-08-01 19:00:00,3
USDCLP.mg,193,balance_degradation_breakout,LONG,BALANCE_DEGRADATION,2023-08-02 15:00:00,2023-08-02 15:00:00,1
USDCLP.mg,194,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-08-02 16:00:00,2023-08-02 21:00:00,2
USDCLP.mg,195,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-08-02 22:00:00,2023-08-02 22:00:00,1
USDCLP.mg,196,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-08-03 14:00:00,2023-08-03 19:00:00,2
USDCLP.mg,197,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-08-03 20:00:00,2023-08-04 19:00:00,4
USDCLP.mg,198,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-08-04 21:00:00,2023-08-04 21:00:00,1
USDCLP.mg,199,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-08-07 14:00:00,2023-08-07 17:00:00,3
USDCLP.mg,200,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-08-07 18:00:00,2023-08-07 18:00:00,1
USDCLP.mg,201,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-08-08 14:00:00,2023-08-08 19:00:00,3
USDCLP.mg,202,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-08-08 21:00:00,2023-08-09 16:00:00,5
USDCLP.mg,203,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-08-10 21:00:00,2023-08-10 22:00:00,2
USDCLP.mg,204,transition_persistence,SHORT,TRANSITION_PERSISTENCE,2023-08-11 14:00:00,2023-08-11 14:00:00,1
USDCLP.mg,205,transition_persistence,LONG,TRANSITION_PERSISTENCE,2023-08-11 16:00:00,2023-08-11 16:00:00,1
USDCLP.mg,206,transition_resolution,LONG,TRANSITION_RESOLUTION,2023-08-11 20:00:00,2023-08-11 20:00:00,1
USDCLP.mg,207,transition_resolution,SHORT,TRANSITION_RESOLUTION,2023-08-14 19:00:00,2023-08-14 19:00:00,1
